#n		error
1	0.259203
2	0.258615
3	0.25776
4	0.255659
5	0.250451
6	0.239284
7	0.212994
8	0.153746
9	0.0726427
10	0.0250017
11	0.00928717
12	0.00421559
13	0.00225562
14	0.00135661
15	0.000887001
16	0.00061678
17	0.000449449
18	0.000339743
19	0.000264469
20	0.000210876
21	0.000171533
22	0.000141899
23	0.000119085
24	0.000101187
